,date,year,month,day,time_of_day,damage_level,damage_level_sort,flight_phase,state,airport,operator,speed,aircraft_model,bird_size,species
5259,1997-11-03,1997,11,3,Dusk,None,1,Climb,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,250.0,MD-83,Medium,Unknown bird - medium
5260,1997-11-03,1997,11,3,Night,None,1,Approach,Minnesota,MINNEAPOLIS-ST PAUL INTL,MILITARY,160.0,C-130E,Medium,Unknown bird - medium
5261,1997-11-03,1997,11,3,Day,None,1,Approach,Florida,ORLANDO INTL,MESA AIRLINES,,BE-1900,Small,Unknown bird - small
5262,1997-11-05,1997,11,5,Day,None,1,Climb,Kentucky,LOUISVILLE INTL ARPT,BUSINESS,,CITATION II,Medium,Unknown bird - medium
5263,1997-11-05,1997,11,5,Dusk,None,1,Approach,DC,RONALD REAGAN WASHINGTON NATL,CONTINENTAL AIRLINES,130.0,MD-82,Medium,Ring-billed gull
5264,1997-11-05,1997,11,5,Night,None,1,Approach,Pennsylvania,GREATER PITTSBURGH,ALLEGHENYAIRLINES,,DHC8 DASH 8,Medium,Unknown bird - medium
5265,1997-11-06,1997,11,6,Day,None,1,Approach,Washington,SEATTLE-TACOMA INTL,SOUTHWEST AIRLINES,140.0,B-737-300,Medium,Unknown bird - medium
5266,1997-11-06,1997,11,6,Night,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,130.0,MD-82,Medium,Unknown bird - medium
5267,1997-11-06,1997,11,6,Night,None,1,Climb,New York,LAGUARDIA NY,DELTA AIR LINES,210.0,B-727-200,Medium,Unknown bird - medium
5268,1997-11-07,1997,11,7,Dawn,None,1,Take-off run,New Jersey,ATLANTIC CITY INTL,ATLANTIC SOUTHEAST,,B-737-200,Medium,Ring-billed gull
5269,1997-11-07,1997,11,7,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,130.0,MD-82,Medium,Unknown bird - medium
5271,1997-11-07,1997,11,7,Dusk,None,1,Approach,Ohio,CLEVELAND-HOPKINS INTL ARPT,US AIRWAYS*,,B-737-300,Medium,Unknown bird - medium
5272,1997-11-07,1997,11,7,Day,Minor,2,Approach,Pennsylvania,GREATER PITTSBURGH,MESA AIRLINES,140.0,BE-1900,Small,Unknown bird - small
5273,1997-11-07,1997,11,7,Night,None,1,Approach,Indiana,INDIANAPOLIS INTL,FEDEX EXPRESS,,B-727-100,Small,Unknown bird - small
5274,1997-11-07,1997,11,7,Night,None,1,Climb,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,210.0,B-737-200,Small,Unknown bird - small
5275,1997-11-08,1997,11,8,Night,None,1,Climb,Minnesota,MINNEAPOLIS-ST PAUL INTL,MESABA AIRLINES,170.0,DHC8 DASH 8,Small,Unknown bird - small
5276,1997-11-09,1997,11,9,Night,Minor,2,Climb,New York,JOHN F KENNEDY INTL,TRANS WORLD AIRLINES,220.0,B-757-200,Large,Unknown bird - large
5277,1997-11-09,1997,11,9,Day,Minor,2,Climb,Pennsylvania,PHILADELPHIA INTL,UNITED AIRLINES,200.0,A-320,Medium,Unknown bird - medium
5278,1997-11-09,1997,11,9,Day,Minor,2,Take-off run,DC,RONALD REAGAN WASHINGTON NATL,NORTHWEST AIRLINES,,DC-9,Medium,Ring-billed gull
5279,1997-11-09,1997,11,9,Day,None,1,Climb,Ohio,PORT COLUMBUS INTL,AMERICA WEST AIRLINES,220.0,B-737-300,Medium,Unknown bird - medium
5280,1997-11-09,1997,11,9,Dusk,None,1,Take-off run,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,,B-737,Small,Rock pigeon
5281,1997-11-10,1997,11,10,Dusk,Minor,2,Approach,DC,RONALD REAGAN WASHINGTON NATL,BUSINESS,210.0,HAWKER 800,Large,Unknown bird - large
5282,1997-11-10,1997,11,10,Dawn,Minor,2,Take-off run,California,MINETA SAN JOSE INTL,NORTHWEST AIRLINES,,A-320,Medium,Unknown bird - medium
5283,1997-11-10,1997,11,10,Day,None,1,Approach,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,,B-737-400,Medium,Unknown bird - medium
5284,1997-11-10,1997,11,10,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,B-727,Medium,Unknown bird - medium
5285,1997-11-10,1997,11,10,Night,Substantial,4,Climb,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,,MD-82,Medium,Unknown bird - medium
5286,1997-11-10,1997,11,10,Night,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN EAGLE AIRLINES,,SAAB-340,Medium,Unknown bird - medium
5287,1997-11-10,1997,11,10,Day,None,1,Approach,Georgia,ATLANTA INTL,AMERICA WEST AIRLINES,135.0,B-757-200,Small,Unknown bird - small
5288,1997-11-10,1997,11,10,Day,None,1,Take-off run,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,110.0,B-737-500,Small,Unknown bird - small
5289,1997-11-11,1997,11,11,Night,None,1,Approach,Texas,SAN ANTONIO INTL,FEDEX EXPRESS,,B-727-200,Small,Unknown bird - small
5290,1997-11-12,1997,11,12,Night,Minor,2,Approach,Pennsylvania,GREATER PITTSBURGH,CHAUTAUQUA AIRLINES,120.0,SAAB-340,Large,Canada goose
5291,1997-11-12,1997,11,12,Day,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,135.0,FOKKER F100,Small,European starling
5292,1997-11-12,1997,11,12,Day,None,1,Descent,New York,LAGUARDIA NY,US AIRWAYS*,,B-737-400,Small,Unknown bird - small
5293,1997-11-13,1997,11,13,Day,None,1,Landing Roll,California,LOS ANGELES INTL,SOUTHWEST AIRLINES,100.0,B-737-300,Small,Unknown bird - small
5294,1997-11-13,1997,11,13,Night,None,1,Approach,California,LOS ANGELES INTL,FEDEX EXPRESS,,B-727,Small,Unknown bird - small
5295,1997-11-13,1997,11,13,Night,None,1,Take-off run,Texas,SAN ANTONIO INTL,SOUTHWEST AIRLINES,110.0,B-737-500,Small,Unknown bird - small
5296,1997-11-14,1997,11,14,Night,Minor,2,Climb,Texas,GEORGE BUSH INTERCONTINENTAL,CONTINENTAL AIRLINES,220.0,DC-10-30,Medium,Unknown bird - medium
5297,1997-11-14,1997,11,14,Day,None,1,Landing Roll,Missouri,LAMBERT-ST LOUIS INTL,NORTHWEST AIRLINES,,DC-9,Small,Unknown bird - small
5298,1997-11-15,1997,11,15,Day,None,1,Approach,Colorado,DENVER INTL AIRPORT,NORTHWEST AIRLINES,,MD-80,Small,European starling
5299,1997-11-16,1997,11,16,Day,None,1,Take-off run,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,150.0,B-757-200,Small,Unknown bird - small
5300,1997-11-16,1997,11,16,Night,None,1,Approach,California,MINETA SAN JOSE INTL,BUSINESS,,DA-900,Small,Barn owl
5301,1997-11-17,1997,11,17,Night,None,1,Approach,Washington,SEATTLE-TACOMA INTL,HORIZON AIR,,DHC8 DASH 8,Large,Coyote
5302,1997-11-17,1997,11,17,Day,None,1,Approach,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,,B-737-300,Medium,Unknown bird - medium
5303,1997-11-17,1997,11,17,Night,None,1,Approach,Georgia,ATLANTA INTL,DELTA AIR LINES,180.0,B-767-300,Medium,Unknown bird - medium
5304,1997-11-18,1997,11,18,Day,None,1,Approach,Missouri,LAMBERT-ST LOUIS INTL,SOUTHWEST AIRLINES,123.0,B-737-300,Small,Unknown bird - small
5305,1997-11-18,1997,11,18,Day,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,130.0,B-737-300,Small,European starling
5306,1997-11-18,1997,11,18,Day,None,1,Landing Roll,DC,WASHINGTON DULLES INTL ARPT,UNITED AIRLINES,100.0,B-757-200,Small,European starling
5307,1997-11-19,1997,11,19,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,130.0,B-727,Medium,Unknown bird - medium
5308,1997-11-20,1997,11,20,Night,Minor,2,Approach,Pennsylvania,PHILADELPHIA INTL,AMERICAN AIRLINES,130.0,A-300,Medium,Unknown bird - medium
5309,1997-11-21,1997,11,21,Dawn,Substantial,4,Climb,Ohio,CLEVELAND-HOPKINS INTL ARPT,EXPRESSJET (CONTINENTAL EXPRS),170.0,BE-1900,Medium,Unknown bird - medium
5310,1997-11-21,1997,11,21,Day,None,1,Take-off run,Texas,HOUSTON-HOBBY,EXPRESSJET (CONTINENTAL EXPRS),,BE-1900,Small,European starling
5311,1997-11-22,1997,11,22,Day,None,1,Landing Roll,DC,RONALD REAGAN WASHINGTON NATL,NORTHWEST AIRLINES,,B-727,Medium,Ring-billed gull
5312,1997-11-22,1997,11,22,Day,None,1,Climb,DC,RONALD REAGAN WASHINGTON NATL,US AIRWAYS*,150.0,B-727-200,Small,Unknown bird - small
5313,1997-11-22,1997,11,22,Day,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,120.0,MD-82,Small,Unknown bird - small
5314,1997-11-23,1997,11,23,Night,None,1,Landing Roll,Hawaii,HONOLULU INTL ARPT,ALOHA AIRLINES,,B-737-200,Medium,Unknown bird - medium
5315,1997-11-24,1997,11,24,Day,None,1,Approach,California,LOS ANGELES INTL,SOUTHWEST AIRLINES,140.0,B-737-300,Small,Unknown bird - small
5316,1997-11-25,1997,11,25,Dawn,None,1,Approach,Kentucky,LOUISVILLE INTL ARPT,BUSINESS,,DA-10 FALCON,Small,Mourning dove
5317,1997-11-25,1997,11,25,Day,None,1,Landing Roll,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,110.0,B-737-400,Small,Unknown bird - small
5318,1997-11-26,1997,11,26,Day,None,1,Landing Roll,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,120.0,B-757-200,Small,Unknown bird - small
5319,1997-11-26,1997,11,26,Day,None,1,Take-off run,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,80.0,DC-9-30,Small,Unknown bird - small
5320,1997-11-28,1997,11,28,Night,None,1,Approach,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,,B-737-300,Medium,Unknown bird - medium
5321,1997-12-01,1997,12,1,Day,None,1,Approach,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,140.0,B-727,Small,Unknown bird - small
5322,1997-12-01,1997,12,1,Day,None,1,Landing Roll,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,BUSINESS,60.0,PA-28,Small,Unknown bird - small
5323,1997-12-02,1997,12,2,Day,None,1,Approach,Texas,GEORGE BUSH INTERCONTINENTAL,CONTINENTAL AIRLINES,125.0,DC-9,Small,Unknown bird - small
5324,1997-12-03,1997,12,3,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,B-757-200,Small,Unknown bird - small
5325,1997-12-04,1997,12,4,Dusk,None,1,Landing Roll,California,MINETA SAN JOSE INTL,DELTA AIR LINES,110.0,B-737-300,Medium,Unknown bird - medium
5326,1997-12-04,1997,12,4,Dawn,None,1,Approach,Tennessee,NASHVILLE INTL,BUSINESS,120.0,MU2,Small,Unknown bird - small
5327,1997-12-04,1997,12,4,Night,None,1,Climb,Arizona,PHOENIX SKY HARBOR,AMERICA WEST AIRLINES,250.0,B-737-300,Small,Unknown bird - small
5328,1997-12-05,1997,12,5,Night,None,1,Climb,California,MINETA SAN JOSE INTL,FEDEX EXPRESS,,MD-11,Medium,Unknown bird - medium
5329,1997-12-08,1997,12,8,Day,None,1,Landing Roll,California,SAN FRANCISCO INTL ARPT,AMERICAN AIRLINES,130.0,B-767,Small,Unknown bird - small
5330,1997-12-10,1997,12,10,Night,Medium,3,Climb,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,190.0,B-737-300,Large,Unknown bird - large
5331,1997-12-10,1997,12,10,Day,Medium,3,Take-off run,Ohio,CLEVELAND-HOPKINS INTL ARPT,CONTINENTAL AIRLINES,,DC-9,Medium,Red-tailed hawk
5332,1997-12-10,1997,12,10,Dusk,None,1,Approach,California,LOS ANGELES INTL,AMERICAN AIRLINES,130.0,B-767-300,Medium,Unknown bird - medium
5333,1997-12-10,1997,12,10,Dawn,None,1,Take-off run,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,NORTHWEST AIRLINES,60.0,DC-9-50,Small,Mourning dove
5334,1997-12-10,1997,12,10,Day,None,1,Approach,Tennessee,MEMPHIS INTL,DELTA AIR LINES,130.0,B-727,Small,European starling
5335,1997-12-10,1997,12,10,Night,None,1,Approach,Oregon,PORTLAND INTL (OR),UPS AIRLINES,,B-757-200,Small,Killdeer
5336,1997-12-12,1997,12,12,Day,None,1,Take-off run,Hawaii,LIHUE ARPT,ALOHA AIRLINES,,B-737,Small,Zebra dove
5337,1997-12-14,1997,12,14,Night,None,1,Approach,New Jersey,TETERBORO AIRPORT,BUSINESS,,C-560,Large,Unknown bird - large
5338,1997-12-14,1997,12,14,Day,None,1,Take-off run,Colorado,DENVER INTL AIRPORT,UNITED AIRLINES,,B-737,Small,Unknown bird - small
5339,1997-12-14,1997,12,14,Night,None,1,Landing Roll,California,MINETA SAN JOSE INTL,DELTA AIR LINES,110.0,MD-90-30,Small,Barn owl
5340,1997-12-14,1997,12,14,Night,None,1,Landing Roll,Oregon,PORTLAND INTL (OR),AMERICAN AIRLINES,,MD-82,Small,Barn owl
5341,1997-12-15,1997,12,15,Day,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,130.0,FOKKER F100,Medium,Red-tailed hawk
5342,1997-12-15,1997,12,15,Day,None,1,Take-off run,New York,JOHN F KENNEDY INTL,UNITED AIRLINES,,B-767-200,Medium,Unknown bird - medium
5343,1997-12-16,1997,12,16,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,170.0,DC-10-10,Medium,Unknown bird - medium
5344,1997-12-16,1997,12,16,Day,None,1,Climb,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,140.0,B-737-500,Small,Unknown bird - small
5346,1997-12-19,1997,12,19,Day,None,1,Descent,Ohio,PORT COLUMBUS INTL,AMERICA WEST AIRLINES,190.0,B-737-300,Medium,Unknown bird - medium
5347,1997-12-19,1997,12,19,Day,None,1,Take-off run,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,,B-52H,Medium,Unknown bird or bat
5348,1997-12-19,1997,12,19,Day,None,1,Approach,Georgia,ATLANTA INTL,DELTA AIR LINES,138.0,MD-88,Small,Unknown bird - small
5349,1997-12-19,1997,12,19,Dusk,None,1,Landing Roll,Hawaii,HONOLULU INTL ARPT,HAWAIIAN AIR,100.0,DC-9,Small,Unknown bird - small
5350,1997-12-21,1997,12,21,Day,None,1,Climb,Florida,FORT LAUDERDALE/HOLLYWOOD INTL,CONTINENTAL AIRLINES,160.0,MD-82,Large,Turkey vulture
5351,1997-12-21,1997,12,21,Dusk,None,1,Approach,Tennessee,NASHVILLE INTL,US AIRWAYS*,140.0,DC-9-30,Small,Unknown bird - small
5352,1997-12-22,1997,12,22,Night,None,1,Take-off run,California,MINETA SAN JOSE INTL,HORIZON AIR,,FOKKER F28 MK 1000,Large,Unknown bird - large
5353,1997-12-22,1997,12,22,Day,None,1,Approach,Tennessee,NASHVILLE INTL,BUSINESS,170.0,MOONEY UNKN,Medium,Unknown bird - medium
5354,1997-12-22,1997,12,22,Day,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,100.0,MD-80,Medium,Unknown bird - medium
5355,1997-12-22,1997,12,22,Day,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,100.0,MD-82,Medium,Unknown bird - medium
5356,1997-12-23,1997,12,23,Dawn,None,1,Landing Roll,DC,RONALD REAGAN WASHINGTON NATL,US AIRWAYS*,,FOKKER F100,Medium,Ring-billed gull
5357,1997-12-23,1997,12,23,Day,None,1,Approach,Texas,GEORGE BUSH INTERCONTINENTAL,CONTINENTAL AIRLINES,,B-737,Medium,Unknown bird - medium
5358,1997-12-24,1997,12,24,Day,None,1,Take-off run,Colorado,DENVER INTL AIRPORT,UNITED AIRLINES,120.0,B-727-200,Small,Unknown bird - small
5359,1997-12-28,1997,12,28,Night,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN EAGLE AIRLINES,,ATR-72,Large,Coyote
5360,1997-12-29,1997,12,29,Dusk,Minor,2,Approach,Ohio,PORT COLUMBUS INTL,DELTA AIR LINES,190.0,MD-88,Large,Unknown bird - large
5361,1997-12-29,1997,12,29,Night,None,1,Approach,Florida,ORLANDO INTL,DELTA AIR LINES,132.0,B-737-200,Small,Unknown bird - small
5362,1997-12-30,1997,12,30,Night,None,1,Approach,Ohio,CLEVELAND-HOPKINS INTL ARPT,NORTHWEST AIRLINES,,MD-80,Large,Unknown bird - large
5363,1997-12-30,1997,12,30,Night,None,1,Approach,California,SACRAMENTO INTL,TRANS STATES AIRLINES,,BA-31 JETSTR,Medium,Unknown bird - medium
5364,1997-12-30,1997,12,30,Day,None,1,Climb,Colorado,DENVER INTL AIRPORT,FRONTIER AIRLINES,160.0,B-737-200,Small,Unknown bird - small
5365,1998-01-02,1998,1,2,Day,None,1,Landing Roll,Louisiana,NEW ORLEANS INTL,SOUTHWEST AIRLINES,,B-737-300,Large,Great blue heron
5366,1998-01-03,1998,1,3,Day,None,1,Approach,Hawaii,LIHUE ARPT,ALOHA AIRLINES,140.0,B-737-200,Small,Unknown bird - small
5367,1998-01-03,1998,1,3,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,MD-80,Small,Unknown bird - small
5368,1998-01-04,1998,1,4,Day,Minor,2,Approach,California,SACRAMENTO INTL,HORIZON AIR,,FOKKER F28 MK 4000,Large,Unknown bird - large
5369,1998-01-04,1998,1,4,Night,Substantial,4,Climb,Utah,SALT LAKE CITY INTL,DELTA AIR LINES,170.0,B-737-300,Large,Unknown bird - large
5370,1998-01-04,1998,1,4,Dawn,None,1,Landing Roll,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,80.0,FOKKER F100,Small,Unknown bird - small
5371,1998-01-04,1998,1,4,Night,None,1,Approach,Hawaii,HONOLULU INTL ARPT,ALOHA AIRLINES,130.0,B-737-200,Small,Unknown bird - small
5372,1998-01-05,1998,1,5,Day,None,1,Landing Roll,California,SACRAMENTO INTL,AMERICA WEST AIRLINES,,B-737,Medium,Unknown bird - medium
5373,1998-01-06,1998,1,6,Day,None,1,Take-off run,California,SACRAMENTO INTL,AMERICAN AIRLINES,,MD-80,Medium,Unknown bird - medium
5374,1998-01-07,1998,1,7,Day,Minor,2,Descent,Georgia,ATLANTA INTL,ATLANTIC SOUTHEAST,,EMB-120,Medium,Unknown bird - medium
5375,1998-01-08,1998,1,8,Day,None,1,Take-off run,Hawaii,LIHUE ARPT,ALOHA AIRLINES,120.0,B-737-200,Small,Unknown bird - small
5376,1998-01-09,1998,1,9,Night,Minor,2,Approach,Utah,SALT LAKE CITY INTL,BUSINESS,100.0,C-208,Large,Unknown bird - large
5377,1998-01-09,1998,1,9,Night,Minor,2,Approach,Utah,SALT LAKE CITY INTL,UNKNOWN,,C-208,Medium,Unknown bird - medium
5378,1998-01-10,1998,1,10,Day,Minor,2,Climb,Colorado,DENVER INTL AIRPORT,AIR WISCONSIN AIRLINES,,BA-146-200,Medium,Unknown bird - medium
5379,1998-01-11,1998,1,11,Day,Minor,2,Approach,Tennessee,MEMPHIS INTL,UNKNOWN,160.0,B-757-200,Large,Unknown bird - large
5380,1998-01-12,1998,1,12,Day,None,1,Approach,Hawaii,LIHUE ARPT,HAWAIIAN AIR,130.0,DC-9-50,Small,Unknown bird - small
5381,1998-01-12,1998,1,12,Day,None,1,Approach,New York,JOHN F KENNEDY INTL,DELTA AIR LINES,,B-767-300,Small,Rock pigeon
5382,1998-01-13,1998,1,13,Day,Minor,2,Approach,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,,B-737,Medium,Unknown bird - medium
5383,1998-01-13,1998,1,13,Day,None,1,Climb,DC,WASHINGTON DULLES INTL ARPT,US AIRWAYS*,140.0,B-737-300,Medium,Ring-billed gull
5384,1998-01-14,1998,1,14,Day,None,1,Take-off run,Hawaii,LIHUE ARPT,ALOHA AIRLINES,,B-737,Small,Pacific golden-plover
5385,1998-01-18,1998,1,18,Day,None,1,Approach,Hawaii,LIHUE ARPT,BUSINESS,125.0,G-159,Small,Unknown bird - small
5386,1998-01-18,1998,1,18,Night,None,1,Approach,Oregon,PORTLAND INTL (OR),HORIZON AIR,131.0,FOKKER F28 MK 1000,Small,Unknown bird - small
5387,1998-01-18,1998,1,18,Night,None,1,Climb,South Carolina,CHARLESTON AFB/INTL ARPT,DELTA AIR LINES,,B-727,Small,Unknown bird - small
5388,1998-01-19,1998,1,19,Day,None,1,Take-off run,Florida,ORLANDO INTL,DELTA AIR LINES,140.0,B-737,Small,Unknown bird - small
5389,1998-01-19,1998,1,19,Night,None,1,Landing Roll,New York,JOHN F KENNEDY INTL,UNITED AIRLINES,,B-777-200,Small,Short-eared owl
5390,1998-01-21,1998,1,21,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,125.0,MD-82,Small,Blackbirds
5391,1998-01-22,1998,1,22,Day,None,1,Approach,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,125.0,DC-9-30,Small,Unknown bird - small
5392,1998-01-22,1998,1,22,Day,None,1,Take-off run,Hawaii,LIHUE ARPT,HAWAIIAN AIR,128.0,DC-9,Small,Unknown bird - small
5393,1998-01-23,1998,1,23,Dawn,Minor,2,Climb,California,METRO OAKLAND INTL,SOUTHWEST AIRLINES,150.0,B-737-300,Small,Unknown bird - small
5394,1998-01-23,1998,1,23,Day,None,1,Climb,Colorado,DENVER INTL AIRPORT,UNITED AIRLINES,,B-737,Small,Unknown bird - small
5395,1998-01-25,1998,1,25,Dusk,None,1,Landing Roll,California,SACRAMENTO INTL,BUSINESS,,C-402,Medium,Unknown bird - medium
5396,1998-01-26,1998,1,26,Day,None,1,Landing Roll,Hawaii,LIHUE ARPT,ALOHA AIRLINES,,B-737,Medium,Unknown bird - medium
5397,1998-01-26,1998,1,26,Day,None,1,Landing Roll,California,MINETA SAN JOSE INTL,UNKNOWN,,BE-95,Small,Unknown bird - small
5398,1998-01-26,1998,1,26,Day,None,1,Landing Roll,Hawaii,LIHUE ARPT,ALOHA AIRLINES,,B-737-200,Small,Zebra dove
5399,1998-01-27,1998,1,27,Day,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,US AIRWAYS*,180.0,B-737-300,Large,Unknown bird - large
5400,1998-01-27,1998,1,27,Night,None,1,Landing Roll,New York,LAGUARDIA NY,TRANS WORLD AIRLINES,,MD-80,Large,Canada goose
5401,1998-01-27,1998,1,27,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,100.0,MD-80,Medium,Unknown bird - medium
5402,1998-01-27,1998,1,27,Night,None,1,Climb,California,MINETA SAN JOSE INTL,SOUTHWEST AIRLINES,210.0,B-737-300,Medium,Unknown bird - medium
5403,1998-01-30,1998,1,30,Day,None,1,Climb,Florida,ORLANDO INTL,DELTA AIR LINES,180.0,B-757-200,Large,Unknown bird - large
5404,1998-02-01,1998,2,1,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN EAGLE AIRLINES,,SAAB-340,Medium,Unknown bird - medium
5405,1998-02-06,1998,2,6,Dusk,Minor,2,Approach,Oregon,PORTLAND INTL (OR),UNITED AIRLINES,,BE-1900,Medium,Unknown bird - medium
5406,1998-02-06,1998,2,6,Night,Minor,2,Approach,Oregon,PORTLAND INTL (OR),BUSINESS,,BE-1900,Medium,Unknown bird - medium
5407,1998-02-07,1998,2,7,Night,None,1,Approach,Hawaii,HONOLULU INTL ARPT,NORTHWEST AIRLINES,,DC-10,Medium,Unknown bird - medium
5408,1998-02-07,1998,2,7,Night,None,1,Approach,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,140.0,B-767,Small,European starling
5409,1998-02-08,1998,2,8,Day,Minor,2,Climb,Florida,FORT LAUDERDALE/HOLLYWOOD INTL,AMERICAN AIRLINES,190.0,MD-80,Large,Unknown bird - large
5410,1998-02-09,1998,2,9,Night,None,1,Climb,California,SACRAMENTO INTL,UNITED AIRLINES,,B-737,Large,Unknown bird - large
5411,1998-02-09,1998,2,9,Night,None,1,Approach,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,,B-737,Medium,Unknown bird - medium
5412,1998-02-10,1998,2,10,Dusk,None,1,Take-off run,Hawaii,HONOLULU INTL ARPT,HAWAIIAN AIR,90.0,DC-9-50,Medium,Unknown bird - medium
5413,1998-02-10,1998,2,10,Night,Minor,2,Descent,DC,WASHINGTON DULLES INTL ARPT,ATLANTIC COAST AIRLINES,250.0,CL-RJ100/200,Medium,Unknown bird - medium
5414,1998-02-10,1998,2,10,Day,None,1,Climb,New York,JOHN F KENNEDY INTL,AMERICA WEST AIRLINES,,B-757-200,Small,Horned lark
5415,1998-02-11,1998,2,11,Day,Substantial,4,Approach,Florida,ORLANDO INTL,DELTA AIR LINES,120.0,MD-88,Large,Turkey vulture
5416,1998-02-11,1998,2,11,Day,None,1,Take-off run,Hawaii,HONOLULU INTL ARPT,HAWAIIAN AIR,,DC-9,Small,Rock pigeon
5417,1998-02-12,1998,2,12,Night,None,1,Climb,Oregon,PORTLAND INTL (OR),AMERICAN AIRLINES,160.0,MD-82,Medium,Mallard
5418,1998-02-15,1998,2,15,Day,Minor,2,Climb,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,150.0,B-737-300,Small,Unknown bird - small
5419,1998-02-16,1998,2,16,Dawn,None,1,Take-off run,Oregon,PORTLAND INTL (OR),HORIZON AIR,,DHC8 DASH 8,Small,Unknown bird - small
5420,1998-02-16,1998,2,16,Dusk,None,1,Landing Roll,Hawaii,LIHUE ARPT,HAWAIIAN AIR,80.0,DC-9-50,Small,Unknown bird - small
5421,1998-02-19,1998,2,19,Dawn,None,1,Take-off run,Ohio,CLEVELAND-HOPKINS INTL ARPT,AIR CANADA,120.0,CL-RJ100/200,Small,Mourning dove
5422,1998-02-21,1998,2,21,Night,Substantial,4,Approach,DC,RONALD REAGAN WASHINGTON NATL,US AIRWAYS*,,B-737-200,Medium,Ring-billed gull
5423,1998-02-23,1998,2,23,Dawn,None,1,Take-off run,Missouri,KANSAS CITY INTL,SOUTHWEST AIRLINES,95.0,B-737-500,Medium,Red-tailed hawk
5424,1998-02-24,1998,2,24,Dawn,Substantial,4,Climb,Texas,AUSTIN-BERGSTROM INTL,FEDEX EXPRESS,190.0,B-727-200,Large,Unknown bird - large
5425,1998-02-25,1998,2,25,Night,None,1,Approach,Tennessee,NASHVILLE INTL,CONTINENTAL AIRLINES,210.0,B-737-100,Small,Unknown bird - small
5426,1998-02-27,1998,2,27,Night,None,1,Climb,Texas,HOUSTON-HOBBY,SOUTHWEST AIRLINES,155.0,B-737-300,Medium,Unknown bird - medium
5427,1998-02-27,1998,2,27,Dusk,None,1,Approach,Kentucky,LOUISVILLE INTL ARPT,US AIRWAYS*,130.0,DC-9-30,Small,European starling
5428,1998-03-01,1998,3,1,Day,None,1,Landing Roll,California,SACRAMENTO INTL,AMERICA WEST AIRLINES,,B-737,Medium,Unknown bird - medium
