,date,year,month,day,time_of_day,damage_level,damage_level_sort,flight_phase,state,airport,operator,speed,aircraft_model,bird_size,species
2963,1994-11-07,1994,11,7,Night,None,1,Approach,Louisiana,NEW ORLEANS INTL,SOUTHWEST AIRLINES,160.0,B-737-300,Small,Unknown bird - small
2964,1994-11-08,1994,11,8,Day,Substantial,4,Descent,Nebraska,EPPLEY AIRFIELD,BUSINESS,200.0,BE-200 KING,Large,Unknown bird - large
2965,1994-11-08,1994,11,8,Day,Minor,2,Landing Roll,Maryland,BALTIMORE WASH INTL,US AIRWAYS*,145.0,B-737-200,Medium,Unknown bird - medium
2966,1994-11-08,1994,11,8,Day,None,1,Approach,Utah,SALT LAKE CITY INTL,SKYWEST AIRLINES,,MERLIN III,Medium,Unknown bird - medium
2967,1994-11-09,1994,11,9,Day,None,1,Landing Roll,Tennessee,NASHVILLE INTL,AMERICAN EAGLE AIRLINES,105.0,BA-31 JETSTR,Small,Unknown bird - small
2968,1994-11-09,1994,11,9,Night,None,1,Approach,California,METRO OAKLAND INTL,SOUTHWEST AIRLINES,,B-737-300,Small,Unknown bird - small
2969,1994-11-09,1994,11,9,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,135.0,MD-82,Small,Unknown bird - small
2970,1994-11-10,1994,11,10,Night,None,1,Approach,DC,RONALD REAGAN WASHINGTON NATL,US AIRWAYS*,210.0,B-737-300,Medium,Unknown bird - medium
2971,1994-11-10,1994,11,10,Night,None,1,Approach,Missouri,LAMBERT-ST LOUIS INTL,TRANS WORLD AIRLINES,150.0,DC-9,Small,Unknown bird - small
2972,1994-11-11,1994,11,11,Night,None,1,Approach,California,SAN FRANCISCO INTL ARPT,AMERICAN AIRLINES,250.0,B-767-200,Medium,Unknown bird - medium
2973,1994-11-11,1994,11,11,Night,None,1,Approach,California,SACRAMENTO INTL,DELTA AIR LINES,,B-727,Medium,Unknown bird - medium
2974,1994-11-11,1994,11,11,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,MD-80,Medium,Unknown bird - medium
2975,1994-11-11,1994,11,11,Night,None,1,Climb,New York,JOHN F KENNEDY INTL,AMERICAN EAGLE AIRLINES,200.0,SAAB-340,Medium,Unknown bird - medium
2976,1994-11-11,1994,11,11,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,200.0,MD-82,Small,Unknown bird - small
2977,1994-11-12,1994,11,12,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,130.0,FOKKER F100,Small,Unknown bird - small
2978,1994-11-12,1994,11,12,Night,None,1,Landing Roll,Kentucky,LOUISVILLE INTL ARPT,UPS AIRLINES,,B-757-200,Small,Unknown bird - small
2979,1994-11-13,1994,11,13,Day,None,1,Climb,Maryland,BALTIMORE WASH INTL,US AIRWAYS*,190.0,B-737-200,Medium,Unknown bird - medium
2980,1994-11-13,1994,11,13,Night,None,1,Approach,Massachusetts,LOGAN INTL,AMERICAN AIRLINES,200.0,A-300,Medium,Unknown bird - medium
2981,1994-11-13,1994,11,13,Night,None,1,Approach,New York,LAGUARDIA NY,AMERICAN AIRLINES,210.0,MD-82,Medium,Unknown bird - medium
2982,1994-11-14,1994,11,14,Day,Substantial,4,Approach,Florida,ORLANDO INTL,US AIRWAYS*,140.0,MD-80,Large,Unknown bird - large
2983,1994-11-14,1994,11,14,Day,None,1,Landing Roll,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,B-767,Medium,Unknown bird - medium
2984,1994-11-14,1994,11,14,Night,None,1,Approach,California,SAN FRANCISCO INTL ARPT,AMERICA WEST AIRLINES,130.0,B-737-300,Medium,Unknown bird - medium
2985,1994-11-14,1994,11,14,Night,None,1,Climb,Minnesota,MINNEAPOLIS-ST PAUL INTL,MESABA AIRLINES,160.0,DHC8 DASH 8,Medium,Unknown bird - medium
2986,1994-11-14,1994,11,14,Night,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,120.0,MD-82,Small,Unknown bird - small
2987,1994-11-14,1994,11,14,Night,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,180.0,DC-9-30,Small,Unknown bird - small
2988,1994-11-15,1994,11,15,Day,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,135.0,DC-9,Medium,Unknown bird - medium
2989,1994-11-15,1994,11,15,Dusk,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,139.0,B-52H,Medium,Unknown bird or bat
2990,1994-11-15,1994,11,15,Day,None,1,Descent,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,,B-737-400,Small,Unknown bird - small
2991,1994-11-16,1994,11,16,Night,None,1,Approach,Maryland,BALTIMORE WASH INTL,SOUTHWEST AIRLINES,250.0,B-737-300,Medium,Unknown bird - medium
2992,1994-11-16,1994,11,16,Night,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,200.0,MD-80,Small,Unknown bird - small
2993,1994-11-17,1994,11,17,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,B-757-200,Small,Unknown bird - small
2994,1994-11-18,1994,11,18,Night,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,150.0,FOKKER F100,Small,Unknown bird - small
2995,1994-11-18,1994,11,18,Night,None,1,Landing Roll,New York,JOHN F KENNEDY INTL,ABX AIR,,DC-8-61,Small,Barn owl
2996,1994-11-19,1994,11,19,Night,Substantial,4,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,150.0,MD-82,Large,Canada goose
2997,1994-11-20,1994,11,20,Day,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,NORTHWEST AIRLINES,110.0,DC-9,Large,Coyote
2998,1994-11-21,1994,11,21,Day,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,MD-80,Medium,Unknown bird - medium
2999,1994-11-21,1994,11,21,Dusk,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,MD-82,Medium,Unknown bird - medium
3000,1994-11-21,1994,11,21,Night,Medium,3,Take-off run,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,DELTA AIR LINES,,L-1011,Medium,Unknown bird - medium
3001,1994-11-21,1994,11,21,Night,None,1,Approach,Missouri,LAMBERT-ST LOUIS INTL,TRANS WORLD AIRLINES,130.0,B-727,Small,Unknown bird - small
3002,1994-11-21,1994,11,21,Night,None,1,Climb,Texas,GEORGE BUSH INTERCONTINENTAL,SOUTHWEST AIRLINES,150.0,B-737-300,Small,Unknown bird - small
3003,1994-11-22,1994,11,22,Night,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,230.0,B-727-200,Medium,Unknown bird - medium
3004,1994-11-23,1994,11,23,Day,None,1,Climb,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,140.0,C-17A,Medium,Unknown bird or bat
3005,1994-11-23,1994,11,23,Night,None,1,Approach,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,170.0,FOKKER F100,Medium,Unknown bird - medium
3006,1994-11-23,1994,11,23,Night,None,1,Approach,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,130.0,B-757-200,Small,Unknown bird - small
3007,1994-11-26,1994,11,26,Day,None,1,Landing Roll,California,METRO OAKLAND INTL,ALASKA AIRLINES,90.0,B-737-400,Small,Rock pigeon
3008,1994-11-27,1994,11,27,Night,None,1,Take-off run,Louisiana,NEW ORLEANS INTL,CONTINENTAL AIRLINES,,B-737,Medium,Unknown bird - medium
3009,1994-11-27,1994,11,27,Day,None,1,Take-off run,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,100.0,B-727,Small,European starling
3010,1994-11-28,1994,11,28,Day,None,1,Climb,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,,A-320,Small,Unknown bird - small
3011,1994-11-29,1994,11,29,Dusk,None,1,Approach,DC,RONALD REAGAN WASHINGTON NATL,UNITED AIRLINES,160.0,B-727,Medium,Ring-billed gull
3012,1994-11-29,1994,11,29,Day,None,1,Approach,California,SACRAMENTO INTL,AMERICAN AIRLINES,,MD-82,Small,Unknown bird - small
3013,1994-11-29,1994,11,29,Day,None,1,Climb,Massachusetts,LOGAN INTL,AMERICAN AIRLINES,160.0,B-767-200,Small,Unknown bird - small
3014,1994-11-29,1994,11,29,Day,None,1,Take-off run,Louisiana,NEW ORLEANS INTL,AMERICAN AIRLINES,130.0,B-727,Small,Unknown bird - small
3015,1994-11-30,1994,11,30,Day,Minor,2,Climb,Indiana,INDIANAPOLIS INTL,BUSINESS,170.0,CITATION II,Medium,Unknown bird - medium
3016,1994-11-30,1994,11,30,Night,None,1,Approach,California,SACRAMENTO INTL,AMERICA WEST AIRLINES,210.0,B-737-300,Medium,Unknown bird - medium
3017,1994-12-01,1994,12,1,Day,None,1,Landing Roll,Hawaii,LIHUE ARPT,MILITARY,130.0,C-135C,Medium,Unknown bird or bat
3018,1994-12-02,1994,12,2,Day,None,1,Climb,Kentucky,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EXPRESSJET (CONTINENTAL EXPRS),125.0,EMB-120,Small,Unknown bird - small
3019,1994-12-05,1994,12,5,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,140.0,MD-82,Small,European starling
3020,1994-12-06,1994,12,6,Day,None,1,Take-off run,California,METRO OAKLAND INTL,UNITED AIRLINES,120.0,B-727,Large,Canada goose
3021,1994-12-07,1994,12,7,Day,None,1,Landing Roll,Hawaii,LIHUE ARPT,HAWAIIAN AIR,120.0,DC-9,Small,Unknown bird - small
3022,1994-12-09,1994,12,9,Night,None,1,Approach,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,,B-737,Medium,Unknown bird - medium
3023,1994-12-10,1994,12,10,Day,None,1,Take-off run,Tennessee,NASHVILLE INTL,AMERICAN AIRLINES,110.0,B-737-200,Medium,Unknown bird - medium
3024,1994-12-11,1994,12,11,Day,None,1,Landing Roll,Indiana,INDIANAPOLIS INTL,AMERICA WEST AIRLINES,120.0,B-737-300,Small,Rock pigeon
3025,1994-12-13,1994,12,13,Day,None,1,Take-off run,California,SAN FRANCISCO INTL ARPT,AMERICAN AIRLINES,145.0,DC-10-10,Small,Unknown bird - small
3026,1994-12-14,1994,12,14,Day,None,1,Take-off run,California,SACRAMENTO INTL,AMERICAN AIRLINES,130.0,MD-80,Small,Unknown bird - small
3027,1994-12-16,1994,12,16,Day,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,145.0,MD-82,Small,Unknown bird - small
3028,1994-12-21,1994,12,21,Day,None,1,Landing Roll,California,METRO OAKLAND INTL,ALASKA AIRLINES,150.0,B-737,Medium,Unknown bird - medium
3029,1994-12-27,1994,12,27,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,145.0,FOKKER F100,Medium,Unknown bird - medium
3030,1994-12-28,1994,12,28,Dawn,None,1,Climb,Louisiana,NEW ORLEANS INTL,AMERICAN AIRLINES,160.0,B-727-200,Medium,Unknown bird - medium
3031,1994-12-28,1994,12,28,Dawn,None,1,Climb,New York,LAGUARDIA NY,US AIRWAYS*,150.0,B-727,Medium,Unknown bird - medium
3032,1994-12-28,1994,12,28,Day,None,1,Take-off run,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,126.0,C-141B,Medium,Unknown bird or bat
3033,1994-12-30,1994,12,30,Night,None,1,Approach,California,SAN FRANCISCO INTL ARPT,US AIRWAYS*,120.0,B-737-300,Small,Mourning dove
3034,1994-12-31,1994,12,31,Day,Substantial,4,Approach,New York,JOHN F KENNEDY INTL,ATLANTIC SOUTHEAST,,B-767,Medium,Unknown bird - medium
3035,1995-01-01,1995,1,1,Day,Minor,2,Approach,Pennsylvania,PHILADELPHIA INTL,UNITED AIRLINES,140.0,BE-1900,Medium,Unknown bird - medium
3036,1995-01-01,1995,1,1,Day,None,1,Take-off run,California,MINETA SAN JOSE INTL,SOUTHWEST AIRLINES,100.0,B-737-300,Small,Unknown bird - small
3037,1995-01-02,1995,1,2,Day,None,1,Landing Roll,Hawaii,LIHUE ARPT,HAWAIIAN AIR,,DC-9,Medium,Unknown bird - medium
3038,1995-01-02,1995,1,2,Night,Substantial,4,Approach,California,SACRAMENTO INTL,AMERICAN AIRLINES,140.0,MD-80,Medium,Mallard
3039,1995-01-04,1995,1,4,Day,Minor,2,Approach,Washington,SEATTLE-TACOMA INTL,ALASKA AIRLINES,,MD-80,Medium,Red-tailed hawk
3040,1995-01-07,1995,1,7,Day,None,1,Landing Roll,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN AIRLINES,100.0,FOKKER F100,Medium,Red-tailed hawk
3041,1995-01-07,1995,1,7,Day,None,1,Take-off run,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,,B-737-300,Medium,Unknown bird - medium
3042,1995-01-10,1995,1,10,Day,None,1,Approach,Hawaii,HONOLULU INTL ARPT,MILITARY,128.0,C-141,Medium,Unknown bird - medium
3043,1995-01-10,1995,1,10,Day,None,1,Approach,Hawaii,HONOLULU INTL ARPT,MILITARY,128.0,C-141,Medium,Unknown bird - medium
3044,1995-01-10,1995,1,10,Day,None,1,Take-off run,California,SACRAMENTO INTL,DELTA AIR LINES,,B-727,Medium,Unknown bird - medium
3045,1995-01-12,1995,1,12,Night,None,1,Take-off run,Oregon,PORTLAND INTL (OR),UPS AIRLINES,,B-757-200,Medium,Unknown bird - medium
3046,1995-01-14,1995,1,14,Day,None,1,Landing Roll,California,LOS ANGELES INTL,TRANS STATES AIRLINES,,BA-31 JETSTR,Medium,Red-tailed hawk
3047,1995-01-19,1995,1,19,Day,None,1,Approach,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,130.0,MD-83,Small,Unknown bird - small
3048,1995-01-21,1995,1,21,Night,Substantial,4,Landing Roll,DC,WASHINGTON DULLES INTL ARPT,AIR CANADA,100.0,BA-31 JETSTR,Medium,Unknown bird - medium
3049,1995-01-22,1995,1,22,Day,None,1,Approach,Hawaii,LIHUE ARPT,PRIVATELY OWNED,70.0,PA-28,Small,Unknown bird - small
3050,1995-01-24,1995,1,24,Night,None,1,Approach,California,SAN FRANCISCO INTL ARPT,CONTINENTAL AIRLINES,142.0,DC-10-10,Medium,Unknown bird - medium
3051,1995-01-25,1995,1,25,Night,Minor,2,Take-off run,Pennsylvania,PHILADELPHIA INTL,FEDEX EXPRESS,,DC-10-10,Large,White-tailed deer
3052,1995-01-25,1995,1,25,Dawn,None,1,Approach,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,UNITED AIRLINES,125.0,B-727,Small,Unknown bird - small
3053,1995-01-29,1995,1,29,Dawn,Minor,2,Approach,Texas,HOUSTON-HOBBY,PRIVATELY OWNED,130.0,C-177,Large,Unknown bird - large
3054,1995-02-03,1995,2,3,Night,None,1,Landing Roll,Tennessee,NASHVILLE INTL,AMERICAN EAGLE AIRLINES,,BA-31 JETSTR,Large,Coyote
3055,1995-02-04,1995,2,4,Day,Minor,2,Approach,California,METRO OAKLAND INTL,SOUTHWEST AIRLINES,119.0,B-737-300,Large,Canada goose
3056,1995-02-04,1995,2,4,Day,None,1,Approach,Washington,SEATTLE-TACOMA INTL,BUSINESS,120.0,PA-28,Small,European starling
3057,1995-02-05,1995,2,5,Night,Minor,2,Approach,California,METRO OAKLAND INTL,SOUTHWEST AIRLINES,120.0,B-737,Large,Unknown bird - large
3058,1995-02-05,1995,2,5,Day,None,1,Landing Roll,California,SACRAMENTO INTL,AMERICA WEST AIRLINES,,B-737,Medium,Unknown bird - medium
3059,1995-02-08,1995,2,8,Day,None,1,Approach,California,SACRAMENTO INTL,MILITARY,130.0,C-141B,Medium,Unknown bird - medium
3060,1995-02-08,1995,2,8,Night,None,1,Approach,California,SACRAMENTO INTL,MILITARY,130.0,C-141,Medium,Unknown bird - medium
3061,1995-02-09,1995,2,9,Dusk,None,1,Climb,Ohio,CLEVELAND-HOPKINS INTL ARPT,US AIRWAYS*,150.0,DC-9-30,Medium,Unknown bird - medium
3062,1995-02-10,1995,2,10,Day,Medium,3,Landing Roll,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN EAGLE AIRLINES,165.0,SAAB-340,Medium,Red-tailed hawk
3063,1995-02-11,1995,2,11,Day,None,1,Landing Roll,California,SAN FRANCISCO INTL ARPT,AMERICAN AIRLINES,120.0,MD-82,Medium,Unknown bird - medium
3064,1995-02-15,1995,2,15,Day,None,1,Take-off run,Pennsylvania,PHILADELPHIA INTL,AMERICAN AIRLINES,100.0,FOKKER F100,Small,Unknown bird - small
3065,1995-02-17,1995,2,17,Night,None,1,Approach,Missouri,LAMBERT-ST LOUIS INTL,AMERICAN AIRLINES,150.0,FOKKER F100,Medium,Unknown bird - medium
3066,1995-02-18,1995,2,18,Dusk,None,1,Climb,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,140.0,FOKKER F28 MK 4000,Small,Unknown bird - small
3067,1995-02-20,1995,2,20,Night,None,1,Climb,California,SACRAMENTO INTL,AMERICAN AIRLINES,150.0,MD-82,Medium,Unknown bird - medium
3068,1995-02-21,1995,2,21,Night,Minor,2,Descent,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,210.0,B-737-300,Large,Unknown bird - large
3069,1995-02-23,1995,2,23,Night,Substantial,4,Climb,New York,LAGUARDIA NY,US AIRWAYS*,170.0,B-737-300,Medium,Unknown bird - medium
3070,1995-02-27,1995,2,27,Day,None,1,Climb,Texas,AUSTIN-BERGSTROM INTL,AMERICA WEST AIRLINES,,B-737,Medium,Unknown bird - medium
3071,1995-02-27,1995,2,27,Day,None,1,Take-off run,Oklahoma,WILL ROGERS WORLD ARPT,SOUTHWEST AIRLINES,135.0,B-737-200,Small,Unknown bird - small
3072,1995-02-28,1995,2,28,Day,None,1,Approach,Louisiana,BARKSDALE AIR FORCE BASE ARPT,MILITARY,,B-52H,Medium,Unknown bird or bat
3073,1995-03-01,1995,3,1,Night,Minor,2,Descent,California,METRO OAKLAND INTL,DELTA AIR LINES,250.0,B-737-200,Medium,Unknown bird - medium
3074,1995-03-01,1995,3,1,Day,None,1,Climb,Missouri,LAMBERT-ST LOUIS INTL,TRANS WORLD AIRLINES,140.0,DC-9,Small,Unknown bird - small
3075,1995-03-03,1995,3,3,Day,None,1,Approach,Texas,AUSTIN-BERGSTROM INTL,AMERICAN AIRLINES,135.0,MD-82,Small,European starling
3076,1995-03-04,1995,3,4,Night,None,1,Approach,Louisiana,NEW ORLEANS INTL,SOUTHWEST AIRLINES,120.0,B-737-200,Large,Unknown bird - large
3077,1995-03-05,1995,3,5,Day,None,1,Landing Roll,Utah,SALT LAKE CITY INTL,DELTA AIR LINES,,B-757-200,Medium,Unknown bird - medium
3078,1995-03-06,1995,3,6,Day,None,1,Take-off run,Pennsylvania,GREATER PITTSBURGH,US AIRWAYS*,90.0,B-737-300,Large,Canada goose
3079,1995-03-06,1995,3,6,Night,None,1,Approach,Kentucky,LOUISVILLE INTL ARPT,UPS AIRLINES,120.0,DC-8,Large,Unknown bird - large
3080,1995-03-06,1995,3,6,Night,None,1,Approach,California,SACRAMENTO INTL,AMERICAN AIRLINES,210.0,MD-83,Small,Unknown bird - small
3081,1995-03-07,1995,3,7,Night,None,1,Approach,New York,LAGUARDIA NY,NORTHWEST AIRLINES,145.0,B-727-200,Medium,Unknown bird - medium
3082,1995-03-07,1995,3,7,Night,None,1,Landing Roll,Kentucky,LOUISVILLE INTL ARPT,US AIRWAYS*,130.0,DC-9-30,Small,American kestrel
3083,1995-03-09,1995,3,9,Night,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,B-767-200,Medium,Unknown bird - medium
3084,1995-03-09,1995,3,9,Night,None,1,Approach,California,METRO OAKLAND INTL,SOUTHWEST AIRLINES,130.0,B-737-300,Small,Unknown bird - small
3085,1995-03-13,1995,3,13,Night,Minor,2,Climb,Missouri,KANSAS CITY INTL,TRANS WORLD AIRLINES,210.0,B-727-200,Large,Unknown bird - large
3086,1995-03-13,1995,3,13,Night,None,1,Climb,Missouri,LAMBERT-ST LOUIS INTL,TRANS WORLD AIRLINES,250.0,B-727-200,Large,Unknown bird - large
3087,1995-03-13,1995,3,13,Day,None,1,Climb,New York,JOHN F KENNEDY INTL,AMERICAN AIRLINES,150.0,B-757-200,Medium,Unknown bird - medium
3088,1995-03-13,1995,3,13,Night,None,1,Approach,Maryland,BALTIMORE WASH INTL,US AIRWAYS*,250.0,MD-80,Medium,Unknown bird - medium
3089,1995-03-14,1995,3,14,Night,None,1,Descent,Kentucky,LOUISVILLE INTL ARPT,UPS AIRLINES,250.0,DC-8,Large,Unknown bird - large
3090,1995-03-14,1995,3,14,Day,None,1,Approach,Oklahoma,WILL ROGERS WORLD ARPT,SOUTHWEST AIRLINES,,B-737,Medium,Unknown bird - medium
3091,1995-03-14,1995,3,14,Day,None,1,Landing Roll,California,SACRAMENTO INTL,SOUTHWEST AIRLINES,,B-737-300,Medium,Unknown bird - medium
3092,1995-03-14,1995,3,14,Day,None,1,Landing Roll,Ohio,PORT COLUMBUS INTL,MESA AIRLINES,,BE-200 KING,Medium,Unknown bird - medium
3093,1995-03-14,1995,3,14,Night,None,1,Approach,Oregon,PORTLAND INTL (OR),ALASKA AIRLINES,190.0,B-737-400,Medium,Unknown bird - medium
3094,1995-03-14,1995,3,14,Night,None,1,Descent,Kentucky,LOUISVILLE INTL ARPT,SOUTHWEST AIRLINES,205.0,B-737-200,Medium,Unknown bird - medium
3095,1995-03-15,1995,3,15,Day,Minor,2,Climb,Florida,ORLANDO INTL,AMERICA WEST AIRLINES,170.0,B-737-200,Large,Turkey vulture
3096,1995-03-15,1995,3,15,Day,None,1,Take-off run,Oklahoma,WILL ROGERS WORLD ARPT,UNITED AIRLINES,,B-737,Medium,Unknown bird - medium
3097,1995-03-16,1995,3,16,Night,Minor,2,Approach,New Jersey,NEWARK LIBERTY INTL ARPT,ATLANTIC COAST AIRLINES,220.0,DHC8 DASH 8,Small,Unknown bird - small
3098,1995-03-17,1995,3,17,Day,None,1,Landing Roll,Hawaii,LIHUE ARPT,HAWAIIAN AIR,130.0,DC-9-50,Small,Zebra dove
3099,1995-03-19,1995,3,19,Night,Substantial,4,Approach,Maryland,BALTIMORE WASH INTL,US AIRWAYS*,,B-737-200,Large,Unknown bird - large
3100,1995-03-19,1995,3,19,Night,None,1,Approach,Tennessee,MEMPHIS INTL,PINNACLE,160.0,SAAB-340,Medium,Unknown bird - medium
3101,1995-03-19,1995,3,19,Night,None,1,Climb,Missouri,KANSAS CITY INTL,SOUTHWEST AIRLINES,250.0,B-737,Medium,Unknown bird - medium
3102,1995-03-19,1995,3,19,Night,None,1,Descent,Maryland,BALTIMORE WASH INTL,US AIRWAYS*,170.0,B-737-200,Medium,Unknown bird - medium
3103,1995-03-20,1995,3,20,Day,None,1,Take-off run,Illinois,CHICAGO O'HARE INTL ARPT,AMERICAN EAGLE AIRLINES,,SAAB-340,Large,Canada goose
3104,1995-03-20,1995,3,20,Night,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,AMERICAN AIRLINES,,MD-82,Small,Unknown bird - small
3105,1995-03-21,1995,3,21,Dawn,None,1,Landing Roll,New York,JOHN F KENNEDY INTL,UNITED AIRLINES,130.0,B-767-300,Large,Canada goose
3106,1995-03-21,1995,3,21,Day,None,1,Climb,Texas,DALLAS/FORT WORTH INTL ARPT,MILITARY,160.0,KC-135R,Medium,Unknown bird - medium
3107,1995-03-21,1995,3,21,Day,None,1,Take-off run,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,125.0,C-17A,Medium,Unknown bird or bat
3108,1995-03-21,1995,3,21,Night,None,1,Approach,Texas,SAN ANTONIO INTL,SOUTHWEST AIRLINES,250.0,B-737-200,Small,Unknown bird - small
3109,1995-03-22,1995,3,22,Night,None,1,Take-off run,New York,LAGUARDIA NY,AMERICAN AIRLINES,20.0,MD-80,Large,Canada goose
3110,1995-03-24,1995,3,24,Day,None,1,Climb,Colorado,DENVER INTL AIRPORT,AMERICAN AIRLINES,150.0,MD-82,Small,Unknown bird - small
3111,1995-03-25,1995,3,25,Night,None,1,Approach,Ohio,PORT COLUMBUS INTL,AMERICAN AIRLINES,,FOKKER F100,Large,Unknown bird - large
3112,1995-03-25,1995,3,25,Night,Minor,2,Approach,Florida,ORLANDO INTL,US AIRWAYS*,160.0,B-737-200,Small,Unknown bird - small
3113,1995-03-26,1995,3,26,Day,Substantial,4,Descent,Florida,ORLANDO INTL,US AIRWAYS*,250.0,B-737-300,Large,Unknown bird - large
3114,1995-03-27,1995,3,27,Day,Minor,2,Take-off run,Illinois,CHICAGO MIDWAY INTL ARPT,CONTINENTAL AIRLINES,,B-737,Medium,Unknown bird - medium
3115,1995-03-27,1995,3,27,Night,Minor,2,Approach,Massachusetts,LOGAN INTL,BUSINESS,,PA-23-250,Medium,Mallard
3116,1995-03-27,1995,3,27,Night,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,130.0,C-17A,Medium,Unknown bird or bat
3117,1995-03-30,1995,3,30,Night,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,150.0,C-141B,Medium,Unknown bird or bat
3118,1995-03-31,1995,3,31,Day,None,1,Landing Roll,Illinois,CHICAGO O'HARE INTL ARPT,GREAT LAKES AIRLINES,80.0,EMB-120,Medium,Red-tailed hawk
3119,1995-03-31,1995,3,31,Dusk,None,1,Take-off run,South Carolina,CHARLESTON AFB/INTL ARPT,MILITARY,130.0,C-141B,Medium,Unknown bird or bat
3120,1995-03-31,1995,3,31,Night,Minor,2,Climb,Pennsylvania,PHILADELPHIA INTL,US AIRWAYS*,200.0,DC-9-30,Medium,Unknown bird - medium
3121,1995-03-31,1995,3,31,Day,None,1,Approach,South Carolina,CHARLESTON AFB/INTL ARPT,BUSINESS,120.0,C-650,Small,American robin
3122,1995-04-02,1995,4,2,Day,None,1,Take-off run,Texas,DALLAS/FORT WORTH INTL ARPT,BUSINESS,,MU2,Medium,Unknown bird - medium
3123,1995-04-02,1995,4,2,Day,None,1,Take-off run,Hawaii,HONOLULU INTL ARPT,HAWAIIAN AIR,120.0,DC-9-50,Small,Pacific golden-plover
3124,1995-04-03,1995,4,3,Night,Minor,2,Climb,North Carolina,CHARLOTTE/DOUGLAS INTL ARPT,US AIRWAYS*,250.0,B-737-300,Large,Unknown bird - large
3125,1995-04-03,1995,4,3,Day,None,1,Take-off run,California,SAN FRANCISCO INTL ARPT,UNITED AIRLINES,120.0,B-737-300,Medium,Unknown bird - medium
3126,1995-04-03,1995,4,3,Day,None,1,Take-off run,Florida,ORLANDO INTL,PIEDMONT AIRLINES,,BE-1900,Medium,Unknown bird - medium
3127,1995-04-03,1995,4,3,Dusk,None,1,Approach,Texas,GEORGE BUSH INTERCONTINENTAL,AMERICAN AIRLINES,130.0,FOKKER F100,Small,Unknown bird - small
3128,1995-04-04,1995,4,4,Dawn,None,1,Take-off run,Utah,SALT LAKE CITY INTL,UNITED AIRLINES,150.0,B-737,Medium,Unknown bird - medium
3129,1995-04-04,1995,4,4,Day,None,1,Approach,Hawaii,HONOLULU INTL ARPT,HAWAIIAN AIR,130.0,DC-9-50,Small,Unknown bird - small
